markup_id,reason,grade,error_tag,correct
261209,faute_de_frappe,n’influence_pas_le_sens,Orthographie,voyant
261213,faute_de_frappe,influence_le_sens_sans_le_déformer,Orthographie,crainte
261216,faute_de_frappe,n’influence_pas_le_sens,Orthographie,ou
261217,faute_de_frappe,n’influence_pas_le_sens,Orthographie,partageons
261219,faute_de_frappe,n’influence_pas_le_sens,Orthographie,crainte
261248,faute_de_frappe,n’influence_pas_le_sens,Orthographie,maîtresse
261249,faute_de_frappe,influence_le_sens_sans_le_déformer,Orthographie,demandé
261250,faute_de_frappe,n’influence_pas_le_sens,Orthographie,présentation
261251,faute_de_frappe,n’influence_pas_le_sens,Orthographie,garçon
261252,faute_de_frappe,n’influence_pas_le_sens,Orthographie,trouvé
261257,faute_de_frappe,n’influence_pas_le_sens,Orthographie,matière
261258,faute_de_frappe,influence_le_sens_sans_le_déformer,Orthographie,moderne
261264,faute_de_frappe,n’influence_pas_le_sens,Orthographie,ou
261265,faute_de_frappe,n’influence_pas_le_sens,Orthographie,préfère
262009,faute_de_frappe,n’influence_pas_le_sens,Orthographie,on
262010,faute_de_frappe,n’influence_pas_le_sens,Orthographie,on
262011,faute_de_frappe,influence_le_sens_sans_le_déformer,Orthographie,nos
262140,violation_des_règles,n’influence_pas_le_sens,Orthographie,Français
262252,violation_des_règles,n’influence_pas_le_sens,Orthographie,Français
262309,interférence_d'une_autre_langue,influence_le_sens_sans_le_déformer,Orthographie,l'auteur
262310,violation_des_règles,influence_le_sens_sans_le_déformer,Orthographie,qu'à
262311,interférence_d'une_autre_langue,n’influence_pas_le_sens,Orthographie,l'auteur
262312,faute_de_frappe,n’influence_pas_le_sens,Orthographie,soulève
262326,interférence_d'une_autre_langue,n’influence_pas_le_sens,Orthographie,aventuriers
262331,faute_de_frappe,influence_le_sens_sans_le_déformer,Orthographie,voyageurs
262333,faute_de_frappe,n’influence_pas_le_sens,Orthographie,différent
262342,violation_des_règles,influence_le_sens_sans_le_déformer,Orthographie,qu'on
262348,violation_des_règles,n’influence_pas_le_sens,Orthographie,différentes
262350,faute_de_frappe,influence_le_sens_sans_le_déformer,Orthographie,voyages
262359,faute_de_frappe,n’influence_pas_le_sens,Orthographie,considère
262360,faute_de_frappe,n’influence_pas_le_sens,Orthographie,complètement
262366,faute_de_frappe,n’influence_pas_le_sens,Orthographie,quelqu'un
262369,interférence_d'une_autre_langue,n’influence_pas_le_sens,Orthographie,l'avantage
262376,faute_de_frappe,n’influence_pas_le_sens,Orthographie,promenions
262379,faute_de_frappe,n’influence_pas_le_sens,Orthographie,aîné
262386,faute_de_frappe,n’influence_pas_le_sens,Orthographie,n'ai
262510,faute_de_frappe,n’influence_pas_le_sens,Orthographie,les
262795,faute_de_frappe,n’influence_pas_le_sens,Orthographie,l'attraction
263213,interférence_d'une_autre_langue,n’influence_pas_le_sens,Orthographie,exemple
264068,faute_de_frappe,n’influence_pas_le_sens,Orthographie,seulement
264500,faute_de_frappe,influence_le_sens_sans_le_déformer,Orthographie,praticité
264510,violation_des_règles,influence_le_sens_sans_le_déformer,Orthographie,qu'ils
265222,faute_de_frappe,n’influence_pas_le_sens,Orthographie,d'explorer
265223,faute_de_frappe,n’influence_pas_le_sens,Orthographie,religions
265225,faute_de_frappe,influence_le_sens_sans_le_déformer,Orthographie,qu'il
265351,faute_de_frappe,influence_fortement_le_sens,Orthographie,visiter
265359,faute_de_frappe,influence_le_sens_sans_le_déformer,Orthographie,cartes
265409,faute_de_frappe,n’influence_pas_le_sens,Orthographie,pendant
265413,faute_de_frappe,influence_le_sens_sans_le_déformer,Orthographie,visites
265435,faute_de_frappe,n’influence_pas_le_sens,Orthographie,pendant
265479,faute_de_frappe,n’influence_pas_le_sens,Orthographie,oeuvres
265485,violation_des_règles,influence_le_sens_sans_le_déformer,Orthographie,qu'il
270520,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Geschlecht,den Artikel
270479,Tippfehler,Der Fehler beeinträchtigt das Verständnis,Orthographie,Das
269739,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,-
269747,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,-
269778,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis,Konjunktionen,wie
269680,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,erfahren
269686,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Lexemauswahl,Erfolgserlebnis
269650,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,-
269654,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,-
269942,Interferenz mit der Muttersprache,Der Sinn ist unverständlich oder verfälscht,Lexemauswahl,Eigenschaften
270549,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,verschiedene
270551,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,besuchen
270580,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Altstadt
270473,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Boxenstop
270478,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Überflüssige Elemente,-
270336,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,in Tübingen
270337,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,eine Verkaufsausstellung
270341,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,die Partnerschaft haben kann
270302,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,in Tübingen
270286,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Personalpronomen,Es
270289,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Geschlecht,die Eberhard Karls Universität
270290,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Wortstellung,Ein berühmtes Gebäude ist beispielsweise
270272,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Personalpronomen,Es
270165,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Überflüssige Elemente,-
270172,Tippfehler,Der Fehler beeinträchtigt das Verständnis,Orthographie,Kai
270178,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,-
270181,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Personalpronomen,Es
270196,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,Kai
270079,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Geschlecht,der Grafik
270088,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Wortstellung,im Jahr 2020
270091,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,-
270350,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,Schwerpunkt Englisch
270100,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Geschlecht,die Umwelt
270067,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Perfekt ,gefunden
270111,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,Altpapier
270143,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Rektion von Substantiven,lachen über
270519,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Geschlecht,kein Interesse
270061,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Personalpronomen,Er
270522,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Geschlecht,Dieser Artikel
270523,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Innenstädte eine
270524,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Freunde sind
270525,Tippfehler,Der Sinn ist unverständlich oder verfälscht,Orthographie,???
270376,Interferenz mit der Muttersprache,Der Sinn ist unverständlich oder verfälscht,Lexemauswahl,dem Vortrag
270383,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Personalpronomen,er
270120,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,-
270277,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,.
270445,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Geschlecht,dieses Ziel
270447,Interferenz mit Englisch,Der Sinn ist unverständlich oder verfälscht,Lexemauswahl,auch
270584,Interferenz mit der Muttersprache,Der Sinn ist unverständlich oder verfälscht,Lexemauswahl,Menschen
270607,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Geschlecht,das Schlafzimmer
270609,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Geschlecht,das Arbeitszimmer
270632,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Überflüssige Elemente,-
270659,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,praktisch
